BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Brooklyn,02 TWO FAMILY DWELLINGS,0,2660,2695000,1505,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2628,3575000,2520,2
Brooklyn,03 THREE FAMILY DWELLINGS,0,3600,2425000,1500,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3500,3200000,2500,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,2400,3000000,2400,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3360,2200000,1449,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3520,2100000,2274,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,5244,3150000,3349,3
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,6652,450000,1967,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,3708,4200000,2060,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,8000,750000,2375,8
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,6000,3600000,2500,8
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,3200,2750000,1410,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,2800,2215000,1900,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,2772,1975000,1785,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,4680,500000,1853,4
Brooklyn,14 RENTALS - 4-10 UNIT,1,3123,300000,1407,3
Brooklyn,14 RENTALS - 4-10 UNIT,2,6500,2500000,2513,6
Brooklyn,14 RENTALS - 4-10 UNIT,2,2625,2675000,1250,2
Brooklyn,14 RENTALS - 4-10 UNIT,1,3300,4000000,1770,3
Brooklyn,22 STORE BUILDINGS,2,1995,1500000,782,1
Brooklyn,22 STORE BUILDINGS,2,2200,4700000,1400,0
Brooklyn,32 HOSPITAL AND HEALTH FACILITIES,1,6500,1165000,2254,6
Brooklyn,32 HOSPITAL AND HEALTH FACILITIES,1,6500,975000,2254,6
Brooklyn,01 ONE FAMILY DWELLINGS,0,884,969000,1302,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1326,990000,1302,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,2560,1900000,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1862,2450000,1700,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1938,2100000,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1482,2245000,1700,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1336,1150000,1307,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1186,1150000,1600,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1382,1575000,1700,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1620,1675000,1124,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1280,1450000,1542,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1056,1650000,1520,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,2075,1487500,2575,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1644,814600,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,2040,1890000,2000,1
Brooklyn,02 TWO FAMILY DWELLINGS,0,2160,2100000,1700,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2080,1735000,2003,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2048,625000,2003,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2000,1600000,2017,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2748,1100000,2270,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1728,1300000,1828,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1728,1250000,1828,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2898,2750000,1615,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2685,1710000,1925,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2685,2495000,1925,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2560,1675000,1800,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3192,1987000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,4494,1825000,1270,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3279,2750000,1917,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3279,2349000,1917,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2783,795823,2074,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2783,2450000,1960,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1800,1225000,1200,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1770,2000000,3198,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1400,1300000,2500,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2520,1310000,2500,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1960,1950000,3750,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1592,1280000,1800,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1602,1500000,2500,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2844,1588950,2683,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1360,990500,2213,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1860,1500000,2233,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2805,1540000,864,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2172,1995000,2500,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2040,2138500,2875,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1508,1400000,816,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1440,1450000,1844,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2040,1190000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,760,1700000,3000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1936,1795000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1920,940000,2000,2
Brooklyn,03 THREE FAMILY DWELLINGS,0,2898,2250000,1615,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,4209,2200000,1260,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3800,2295000,1658,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3076,2260000,2500,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3300,1725000,1280,3
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,2360,1850000,2003,4
Brooklyn,01 ONE FAMILY DWELLINGS,0,1224,750000,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1224,825000,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,1224,830000,1800,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,990,790000,2000,1
Brooklyn,02 TWO FAMILY DWELLINGS,0,1126,318775,1800,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,1232,695000,2325,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3354,1400000,2050,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,2080,4500000,2500,2
Brooklyn,02 TWO FAMILY DWELLINGS,1,2500,1980000,1800,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3300,1100000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3300,950000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3300,1555000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3300,650000,2000,2
Brooklyn,02 TWO FAMILY DWELLINGS,0,3480,825000,2000,2
Brooklyn,03 THREE FAMILY DWELLINGS,0,3078,974000,1958,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,2700,850000,1800,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3240,1100000,1950,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3300,998500,2000,3
Brooklyn,03 THREE FAMILY DWELLINGS,0,3300,1350000,2000,3
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,3250,1650000,2250,4
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,8060,1965000,3100,8
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,5200,1210000,2750,6
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,7000,1990000,2500,8
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,3960,833742,2400,6
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,5670,1310000,2700,6
Brooklyn,07 RENTALS - WALKUP APARTMENTS,0,4875,1350000,2500,6
Brooklyn,14 RENTALS - 4-10 UNIT,1,4860,2200000,1800,5
Brooklyn,14 RENTALS - 4-10 UNIT,1,4500,2225000,2113,5
Brooklyn,14 RENTALS - 4-10 UNIT,2,4200,1650000,1900,3
Brooklyn,27 FACTORIES,1,9000,300000,4760,0
Brooklyn,27 FACTORIES,1,4500,3425000,3975,0
Brooklyn,30 WAREHOUSES,1,5000,1900000,5000,0
Queens,02 TWO FAMILY DWELLINGS,0,880,825000,700,2
Queens,22 STORE BUILDINGS,1,623,1500000,623,0
Queens,01 ONE FAMILY DWELLINGS,0,960,475000,960,1
Queens,01 ONE FAMILY DWELLINGS,0,986,250000,305,1
Queens,01 ONE FAMILY DWELLINGS,0,896,350000,900,1
Queens,01 ONE FAMILY DWELLINGS,0,840,351400,816,1
Queens,01 ONE FAMILY DWELLINGS,0,938,170000,750,1
Queens,01 ONE FAMILY DWELLINGS,0,686,221000,988,1
Queens,01 ONE FAMILY DWELLINGS,0,420,110000,960,1
Queens,01 ONE FAMILY DWELLINGS,0,402,335000,944,1
Queens,02 TWO FAMILY DWELLINGS,0,1320,953851,2670,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,420000,3920,2
Queens,02 TWO FAMILY DWELLINGS,0,2056,590000,4160,2
Queens,02 TWO FAMILY DWELLINGS,0,902,330600,2200,2
Queens,02 TWO FAMILY DWELLINGS,0,1488,290000,3133,2
Queens,02 TWO FAMILY DWELLINGS,0,946,300000,5206,2
Queens,02 TWO FAMILY DWELLINGS,1,2304,708000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1510,670000,2550,2
Queens,02 TWO FAMILY DWELLINGS,0,1510,476792,2550,2
Queens,02 TWO FAMILY DWELLINGS,0,1454,653000,2885,2
Queens,02 TWO FAMILY DWELLINGS,0,1310,500000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2410,335000,6000,2
Queens,03 THREE FAMILY DWELLINGS,0,1816,650000,2250,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,2080,760000,3867,4
Queens,14 RENTALS - 4-10 UNIT,2,2840,750000,1928,2
Queens,22 STORE BUILDINGS,1,754,274277,1083,0
Queens,22 STORE BUILDINGS,1,754,245000,1083,0
Queens,22 STORE BUILDINGS,2,2160,200000,2213,0
Queens,22 STORE BUILDINGS,1,3066,465000,1963,2
Queens,22 STORE BUILDINGS,1,3320,880000,1920,2
Queens,22 STORE BUILDINGS,1,1200,340000,1860,0
Queens,22 STORE BUILDINGS,1,900,210000,1620,0
Queens,22 STORE BUILDINGS,1,900,265000,1620,0
Queens,01 ONE FAMILY DWELLINGS,0,1440,300000,1358,1
Queens,01 ONE FAMILY DWELLINGS,0,1662,250000,1414,1
Queens,01 ONE FAMILY DWELLINGS,0,1630,425085,3125,1
Queens,01 ONE FAMILY DWELLINGS,0,1020,150000,1567,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,415000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,400000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,332500,2340,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,420000,2340,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,535000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1520,150000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1520,569000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1858,400000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1258,560000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1592,550000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1432,425000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,210900,3250,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,500000,3250,1
Queens,01 ONE FAMILY DWELLINGS,0,1252,226000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1252,440000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1085,340000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1085,457500,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1100,430000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,750,270000,1500,1
Queens,01 ONE FAMILY DWELLINGS,1,1800,410795,2070,1
Queens,01 ONE FAMILY DWELLINGS,0,924,270000,2145,1
Queens,01 ONE FAMILY DWELLINGS,0,1468,420000,1082,1
Queens,01 ONE FAMILY DWELLINGS,0,1080,392000,2900,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,200000,3786,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,400000,1857,1
Queens,01 ONE FAMILY DWELLINGS,0,1149,429000,2001,1
Queens,01 ONE FAMILY DWELLINGS,0,1149,150000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1116,285000,2776,1
Queens,01 ONE FAMILY DWELLINGS,0,1100,300000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1260,148500,2185,1
Queens,01 ONE FAMILY DWELLINGS,0,1632,360000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1116,120000,1710,1
Queens,01 ONE FAMILY DWELLINGS,0,648,215000,10000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,313200,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1438,389000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,686,270000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1220,319410,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1660,250000,2720,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,275000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,505000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1014,432000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,938,470000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1052,110000,2208,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,161500,2295,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,500000,2295,1
Queens,01 ONE FAMILY DWELLINGS,0,1244,480000,2550,1
Queens,01 ONE FAMILY DWELLINGS,0,1035,225000,2175,1
Queens,01 ONE FAMILY DWELLINGS,0,1035,304200,1975,1
Queens,01 ONE FAMILY DWELLINGS,0,1552,425000,2375,1
Queens,01 ONE FAMILY DWELLINGS,0,1608,450000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1343,278000,2130,1
Queens,01 ONE FAMILY DWELLINGS,0,1343,500000,2130,1
Queens,01 ONE FAMILY DWELLINGS,0,979,380000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,1419,207000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1419,510000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,275000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1200,450000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1200,470000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1136,515712,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1136,470000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,992,216000,3724,1
Queens,01 ONE FAMILY DWELLINGS,0,992,499000,3724,1
Queens,01 ONE FAMILY DWELLINGS,0,1082,415000,3100,1
Queens,01 ONE FAMILY DWELLINGS,0,1767,600000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1207,500000,2742,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,455000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1464,180000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1190,500000,6071,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,383000,3916,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,320000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1833,562500,5400,1
Queens,01 ONE FAMILY DWELLINGS,0,815,325000,2700,1
Queens,01 ONE FAMILY DWELLINGS,0,1271,328000,3325,1
Queens,01 ONE FAMILY DWELLINGS,0,865,443000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,704,320000,4500,1
Queens,01 ONE FAMILY DWELLINGS,0,1552,455000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,500000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,960,300000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,960,450000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,310000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,969,410000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,1158,340000,2800,1
Queens,01 ONE FAMILY DWELLINGS,0,1410,305000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,962,450000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,930,280000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,960,445000,2800,1
Queens,01 ONE FAMILY DWELLINGS,0,995,190000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,995,520000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,995,240000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1396,483000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,938,362000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,974,366500,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1313,375000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,360000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,870,230000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,870,468000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1072,471000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1586,600000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1480,479550,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1656,142500,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1761,460000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1599,450000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,820,349170,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,725,220000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,725,390000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,725,120000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1438,525000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,904,405000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,2900,300000,4297,1
Queens,01 ONE FAMILY DWELLINGS,0,1020,268000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,800,350000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,800,128500,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,800,410000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1292,331000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1292,275000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,960,597296,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1300,480000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1065,116000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,1065,455000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,2115,461370,5170,1
Queens,01 ONE FAMILY DWELLINGS,0,990,405000,1155,1
Queens,01 ONE FAMILY DWELLINGS,0,882,240000,2002,1
Queens,01 ONE FAMILY DWELLINGS,0,1118,195000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,980,315000,3003,1
Queens,01 ONE FAMILY DWELLINGS,0,1740,760000,4400,1
Queens,01 ONE FAMILY DWELLINGS,0,1326,490000,2750,1
Queens,01 ONE FAMILY DWELLINGS,0,1500,339900,2340,1
Queens,01 ONE FAMILY DWELLINGS,0,960,372000,1814,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,305000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,485000,2338,1
Queens,01 ONE FAMILY DWELLINGS,0,1426,320000,2435,1
Queens,01 ONE FAMILY DWELLINGS,0,1426,440000,2435,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,380000,2354,1
Queens,01 ONE FAMILY DWELLINGS,0,1270,460000,3200,1
Queens,01 ONE FAMILY DWELLINGS,0,774,400000,3800,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,435000,4248,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,210000,3926,1
Queens,01 ONE FAMILY DWELLINGS,0,1428,362000,2558,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,230000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1620,440000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1306,300000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1900,400000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,924,280000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,924,447000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,924,167000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,924,207000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,924,430000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,784,150500,1400,1
Queens,01 ONE FAMILY DWELLINGS,0,784,375000,1400,1
Queens,01 ONE FAMILY DWELLINGS,0,784,320000,1400,1
Queens,01 ONE FAMILY DWELLINGS,0,784,238500,1400,1
Queens,01 ONE FAMILY DWELLINGS,0,784,360000,1400,1
Queens,01 ONE FAMILY DWELLINGS,0,1351,175000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1351,425000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1124,475000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,147250,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,595000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,391400,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,200000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,425000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,390000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1214,550000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,390000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,460000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,120000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,600000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,420000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1190,450000,2798,1
Queens,01 ONE FAMILY DWELLINGS,0,938,420000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1196,440000,6175,1
Queens,01 ONE FAMILY DWELLINGS,0,1933,620000,2495,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,200000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,415000,3781,1
Queens,01 ONE FAMILY DWELLINGS,0,786,330000,1875,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,146666,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1785,680000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,779,390000,1975,1
Queens,01 ONE FAMILY DWELLINGS,0,960,460000,5100,1
Queens,01 ONE FAMILY DWELLINGS,0,1187,285000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,285000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,510000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1476,445000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,445000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,445000,3725,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,500000,3075,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,514100,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,820,329870,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,920,250000,2055,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,249000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,920,410000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,920,380000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1184,160000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1488,505000,2225,1
Queens,01 ONE FAMILY DWELLINGS,0,1488,480000,2225,1
Queens,01 ONE FAMILY DWELLINGS,0,840,175000,2663,1
Queens,01 ONE FAMILY DWELLINGS,0,840,505000,2663,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,300000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,380000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,440000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,505000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1190,380000,1701,1
Queens,01 ONE FAMILY DWELLINGS,0,1386,150000,1875,1
Queens,01 ONE FAMILY DWELLINGS,0,1386,285000,1875,1
Queens,01 ONE FAMILY DWELLINGS,0,1170,310000,1967,1
Queens,01 ONE FAMILY DWELLINGS,0,760,399000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,760,230000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,420000,3420,1
Queens,02 TWO FAMILY DWELLINGS,0,1204,300000,2348,2
Queens,02 TWO FAMILY DWELLINGS,0,1550,630000,2117,2
Queens,02 TWO FAMILY DWELLINGS,0,2250,710200,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2040,675000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2040,675000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2196,730000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1998,753000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1796,505000,1239,2
Queens,02 TWO FAMILY DWELLINGS,0,2296,300000,3125,2
Queens,02 TWO FAMILY DWELLINGS,0,1280,464500,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1680,637000,4020,2
Queens,02 TWO FAMILY DWELLINGS,0,2880,580000,1950,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,630000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1680,370000,1538,2
Queens,02 TWO FAMILY DWELLINGS,0,1316,530000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2400,560000,1785,2
Queens,02 TWO FAMILY DWELLINGS,0,1681,635000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1708,345000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1536,350000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2151,200000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2286,379000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,1700000,3002,2
Queens,02 TWO FAMILY DWELLINGS,0,3108,485000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2470,1030589,2474,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,670000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,2250,650000,4104,2
Queens,02 TWO FAMILY DWELLINGS,0,1724,585000,1558,2
Queens,02 TWO FAMILY DWELLINGS,0,2046,650000,2608,2
Queens,02 TWO FAMILY DWELLINGS,0,1784,670000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,2400,280000,3004,2
Queens,02 TWO FAMILY DWELLINGS,0,1155,550000,2000,2
