BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Queens,01 ONE FAMILY DWELLINGS,0,1161,465000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,568000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1800,393750,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1800,695000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,490000,1858,1
Queens,01 ONE FAMILY DWELLINGS,0,1306,530000,1700,1
Queens,01 ONE FAMILY DWELLINGS,0,1306,540000,3100,1
Queens,01 ONE FAMILY DWELLINGS,0,1386,535000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,629000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1072,475000,1280,1
Queens,01 ONE FAMILY DWELLINGS,0,1308,235000,1650,1
Queens,01 ONE FAMILY DWELLINGS,0,1308,335000,1650,1
Queens,01 ONE FAMILY DWELLINGS,0,1308,565000,1650,1
Queens,01 ONE FAMILY DWELLINGS,0,1220,525000,1440,1
Queens,01 ONE FAMILY DWELLINGS,0,1884,523500,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,490000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1316,510000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,590000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,430000,1313,1
Queens,01 ONE FAMILY DWELLINGS,0,1036,565000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,585000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,535000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1440,418000,1960,1
Queens,01 ONE FAMILY DWELLINGS,0,1290,540000,1680,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,572000,3720,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,515000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,430000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1457,575000,3700,1
Queens,01 ONE FAMILY DWELLINGS,0,1881,455000,1942,1
Queens,01 ONE FAMILY DWELLINGS,0,1172,520000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1176,455000,1667,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,530000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,260000,1942,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,315000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,510000,1600,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,560000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,490000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1408,500000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1323,314000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1368,550000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1331,528000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1592,640000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,348000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1918,549855,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,2519,380000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1656,600000,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1924,600000,5399,1
Queens,02 TWO FAMILY DWELLINGS,0,2750,910000,1880,2
Queens,02 TWO FAMILY DWELLINGS,0,1840,775000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,1655,300000,1972,2
Queens,02 TWO FAMILY DWELLINGS,0,2320,690000,2402,2
Queens,02 TWO FAMILY DWELLINGS,0,1540,720000,1880,2
Queens,02 TWO FAMILY DWELLINGS,0,2750,827000,1880,2
Queens,02 TWO FAMILY DWELLINGS,0,2750,805000,1880,2
Queens,02 TWO FAMILY DWELLINGS,0,2680,684000,2280,2
Queens,02 TWO FAMILY DWELLINGS,0,2680,714525,2280,2
Queens,02 TWO FAMILY DWELLINGS,0,1442,555000,2018,2
Queens,02 TWO FAMILY DWELLINGS,1,3300,1180000,1817,2
Queens,02 TWO FAMILY DWELLINGS,0,1412,352000,2018,2
Queens,02 TWO FAMILY DWELLINGS,0,2155,790000,2723,2
Queens,02 TWO FAMILY DWELLINGS,0,2040,630000,2521,2
Queens,02 TWO FAMILY DWELLINGS,0,1838,615000,2523,2
Queens,02 TWO FAMILY DWELLINGS,0,2028,495000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2208,730000,1690,2
Queens,02 TWO FAMILY DWELLINGS,0,1728,152000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,1740,910000,2118,2
Queens,02 TWO FAMILY DWELLINGS,0,2048,730000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,3033,870000,4037,2
Queens,02 TWO FAMILY DWELLINGS,0,2256,915000,2020,2
Queens,02 TWO FAMILY DWELLINGS,0,2128,510000,2018,2
Queens,02 TWO FAMILY DWELLINGS,1,4240,1200000,2106,2
Queens,02 TWO FAMILY DWELLINGS,1,3240,960000,1777,2
Queens,02 TWO FAMILY DWELLINGS,1,3640,920000,1840,2
Queens,02 TWO FAMILY DWELLINGS,0,2096,823000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,2096,890000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,2096,620000,1823,2
Queens,02 TWO FAMILY DWELLINGS,0,1990,670000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,3020,885000,5546,2
Queens,02 TWO FAMILY DWELLINGS,0,1328,480000,2018,2
Queens,02 TWO FAMILY DWELLINGS,0,2804,895000,4033,2
Queens,02 TWO FAMILY DWELLINGS,0,2308,736000,2258,2
Queens,02 TWO FAMILY DWELLINGS,0,2198,840000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2782,890000,4033,2
Queens,02 TWO FAMILY DWELLINGS,0,2523,930000,3600,2
Queens,02 TWO FAMILY DWELLINGS,0,1603,620000,2726,2
Queens,02 TWO FAMILY DWELLINGS,0,2048,333333,1720,2
Queens,02 TWO FAMILY DWELLINGS,0,2120,865000,1618,2
Queens,02 TWO FAMILY DWELLINGS,0,1672,665000,1942,2
Queens,02 TWO FAMILY DWELLINGS,0,1748,534581,2035,2
Queens,02 TWO FAMILY DWELLINGS,0,1488,610000,1811,2
Queens,02 TWO FAMILY DWELLINGS,0,3192,780000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,3120,755000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,2100,448000,2396,2
Queens,02 TWO FAMILY DWELLINGS,0,2100,745000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,1328,300000,2522,2
Queens,02 TWO FAMILY DWELLINGS,0,1328,630000,2522,2
Queens,02 TWO FAMILY DWELLINGS,0,1236,440000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1888,755000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1542,690000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,1310,658399,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,1171,500000,1947,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,640000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,562000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1647,440000,6294,2
Queens,02 TWO FAMILY DWELLINGS,0,1836,660000,1731,2
Queens,02 TWO FAMILY DWELLINGS,0,1900,860000,2958,2
Queens,02 TWO FAMILY DWELLINGS,0,2052,662000,2218,2
Queens,02 TWO FAMILY DWELLINGS,0,1620,540000,2523,2
Queens,02 TWO FAMILY DWELLINGS,0,1404,380000,2523,2
Queens,02 TWO FAMILY DWELLINGS,0,2250,430000,2342,2
Queens,02 TWO FAMILY DWELLINGS,0,2040,768000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1388,506000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1840,520000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1284,520000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2024,200000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,855000,2070,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,670000,2070,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,720000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,780000,2017,2
Queens,02 TWO FAMILY DWELLINGS,0,2200,739000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1710,680000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1768,400000,3042,2
Queens,02 TWO FAMILY DWELLINGS,0,2608,935000,4000,2
Queens,02 TWO FAMILY DWELLINGS,1,3300,800000,1948,2
Queens,02 TWO FAMILY DWELLINGS,1,3300,1260000,1859,2
Queens,02 TWO FAMILY DWELLINGS,0,2296,560000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2296,877000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1791,725000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2475,856000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1620,520000,1820,2
Queens,02 TWO FAMILY DWELLINGS,0,1214,430000,1700,2
Queens,02 TWO FAMILY DWELLINGS,0,1214,678000,1700,2
Queens,02 TWO FAMILY DWELLINGS,0,1214,410000,1700,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,700000,2120,2
Queens,02 TWO FAMILY DWELLINGS,0,2376,710000,4479,2
Queens,02 TWO FAMILY DWELLINGS,0,1844,295000,2185,2
Queens,02 TWO FAMILY DWELLINGS,0,1853,680000,2185,2
Queens,02 TWO FAMILY DWELLINGS,0,1978,710000,2200,2
Queens,02 TWO FAMILY DWELLINGS,0,1890,710000,2250,2
Queens,02 TWO FAMILY DWELLINGS,0,1402,558000,1820,2
Queens,02 TWO FAMILY DWELLINGS,0,2204,780000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1477,540000,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,1240,535000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1944,565128,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1831,750000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,708000,2100,2
Queens,02 TWO FAMILY DWELLINGS,0,1968,440000,2100,2
Queens,02 TWO FAMILY DWELLINGS,0,1892,865000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2224,525000,1830,2
Queens,02 TWO FAMILY DWELLINGS,0,1799,580000,2700,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,625000,2060,2
Queens,02 TWO FAMILY DWELLINGS,0,1952,670000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,730000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,2460,650000,2060,2
Queens,02 TWO FAMILY DWELLINGS,0,1168,200000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1512,620000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,885000,3028,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,865000,3710,2
Queens,02 TWO FAMILY DWELLINGS,0,2460,815000,10000,2
Queens,02 TWO FAMILY DWELLINGS,0,1980,700000,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,1860,660000,2400,2
Queens,02 TWO FAMILY DWELLINGS,0,1828,698000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,1839,760000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1896,644000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1896,669000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1912,660000,1850,2
Queens,02 TWO FAMILY DWELLINGS,0,2680,865000,3658,2
Queens,02 TWO FAMILY DWELLINGS,0,1900,750000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2164,549855,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,630000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2483,614000,3500,2
Queens,03 THREE FAMILY DWELLINGS,0,2750,350000,2500,3
Queens,03 THREE FAMILY DWELLINGS,0,2200,810000,2622,3
Queens,03 THREE FAMILY DWELLINGS,0,1960,839000,1924,3
Queens,03 THREE FAMILY DWELLINGS,0,2459,980000,4177,3
Queens,03 THREE FAMILY DWELLINGS,0,3204,840000,3025,3
Queens,03 THREE FAMILY DWELLINGS,0,3085,997000,4033,3
Queens,03 THREE FAMILY DWELLINGS,0,2803,975000,3600,3
Queens,03 THREE FAMILY DWELLINGS,0,1768,805000,2964,3
Queens,03 THREE FAMILY DWELLINGS,0,2660,815415,5046,3
Queens,03 THREE FAMILY DWELLINGS,0,1968,705000,1800,3
Queens,03 THREE FAMILY DWELLINGS,0,2740,865000,4000,3
Queens,03 THREE FAMILY DWELLINGS,0,2688,475000,4000,3
Queens,03 THREE FAMILY DWELLINGS,0,2190,508000,1800,3
Queens,03 THREE FAMILY DWELLINGS,0,1888,425000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,1888,880000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,2656,745000,5590,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,1444,779458,1763,10
Queens,07 RENTALS - WALKUP APARTMENTS,0,4175,1050000,2500,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,1630,750000,2254,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,3604,875000,2674,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,3000,650000,2502,4
Queens,14 RENTALS - 4-10 UNIT,3,4000,1200000,2007,2
Queens,14 RENTALS - 4-10 UNIT,1,7400,1000000,3426,4
Queens,37 RELIGIOUS FACILITIES,1,5520,2300000,10092,0
Queens,01 ONE FAMILY DWELLINGS,0,1400,431040,1800,1
Queens,01 ONE FAMILY DWELLINGS,0,1156,368000,3003,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,735000,1443,1
Queens,01 ONE FAMILY DWELLINGS,0,1184,680000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1584,750000,1440,1
Queens,01 ONE FAMILY DWELLINGS,0,2499,735000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,1400,1200000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1332,650000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1986,670000,2200,1
Queens,01 ONE FAMILY DWELLINGS,0,1386,608599,2000,1
Queens,01 ONE FAMILY DWELLINGS,1,1296,660000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,378000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,660000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1245,750000,1942,1
Queens,01 ONE FAMILY DWELLINGS,0,1891,856500,2875,1
Queens,01 ONE FAMILY DWELLINGS,0,1282,832000,4000,1
Queens,02 TWO FAMILY DWELLINGS,0,1024,740000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,1640,950000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1640,901000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,1548,842500,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1784,920000,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,2014,700000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1962,910000,1548,2
Queens,02 TWO FAMILY DWELLINGS,0,1320,915000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2252,1550000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,995000,2994,2
Queens,02 TWO FAMILY DWELLINGS,0,1554,600000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,3542,950000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,2356,1290000,2400,2
Queens,02 TWO FAMILY DWELLINGS,0,2356,401000,2400,2
Queens,02 TWO FAMILY DWELLINGS,0,1430,712775,2378,2
Queens,02 TWO FAMILY DWELLINGS,0,1435,1100000,2500,2
Queens,02 TWO FAMILY DWELLINGS,1,1616,1122500,2675,2
Queens,02 TWO FAMILY DWELLINGS,0,1512,1180000,2542,2
Queens,02 TWO FAMILY DWELLINGS,0,1760,1090000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2250,1320000,2182,2
Queens,02 TWO FAMILY DWELLINGS,0,1856,1270000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1584,1050000,1700,2
Queens,02 TWO FAMILY DWELLINGS,0,2188,970000,2550,2
Queens,02 TWO FAMILY DWELLINGS,1,2806,600000,1216,2
Queens,02 TWO FAMILY DWELLINGS,0,2020,995000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2307,1200000,1743,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,1198000,1900,2
Queens,02 TWO FAMILY DWELLINGS,0,2534,1225000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2860,400000,1860,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,845000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1798,700000,1239,2
Queens,02 TWO FAMILY DWELLINGS,0,1798,340000,1140,2
Queens,02 TWO FAMILY DWELLINGS,0,1824,840000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1679,600000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1980,1065000,1900,2
Queens,03 THREE FAMILY DWELLINGS,0,3332,1360000,2100,3
Queens,03 THREE FAMILY DWELLINGS,0,3060,1620000,2053,3
Queens,03 THREE FAMILY DWELLINGS,0,2052,1225000,2116,3
Queens,03 THREE FAMILY DWELLINGS,0,1856,1025000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,2200,400000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,1472,950000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,3840,1420000,1701,3
Queens,03 THREE FAMILY DWELLINGS,0,2820,980000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,2016,1100000,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,2192,980000,2378,3
Queens,03 THREE FAMILY DWELLINGS,0,2460,1150000,1700,3
Queens,03 THREE FAMILY DWELLINGS,0,1980,800000,2142,3
Queens,03 THREE FAMILY DWELLINGS,0,3333,1550000,1412,3
Queens,03 THREE FAMILY DWELLINGS,0,3265,1200000,2100,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,3968,591700,2500,5
Queens,07 RENTALS - WALKUP APARTMENTS,0,6525,460000,2500,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,6600,1900000,4263,6
Queens,07 RENTALS - WALKUP APARTMENTS,0,1680,1500000,2000,4
Queens,22 STORE BUILDINGS,1,2970,2800000,8200,0
Queens,22 STORE BUILDINGS,2,10000,3430000,10000,0
Queens,22 STORE BUILDINGS,2,4440,1500000,2230,0
Queens,22 STORE BUILDINGS,4,4902,1600000,4927,0
Queens,27 FACTORIES,1,3250,2100000,2500,0
Queens,29 COMMERCIAL GARAGES,3,6410,2550000,7500,1
Queens,30 WAREHOUSES,1,3350,775000,2500,0
Staten Island,01 ONE FAMILY DWELLINGS,0,929,227500,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,175500,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,235000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,235000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,235000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,330000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,227250,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,245000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,249000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,305000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,235000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,203000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,400504,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,275000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,315000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,832,230000,592,1
Staten Island,01 ONE FAMILY DWELLINGS,0,832,259000,592,1
Staten Island,01 ONE FAMILY DWELLINGS,0,700,236000,618,1
Staten Island,01 ONE FAMILY DWELLINGS,0,700,292000,618,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,368000,832,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,359000,871,1
Staten Island,01 ONE FAMILY DWELLINGS,0,938,302000,702,1
Staten Island,01 ONE FAMILY DWELLINGS,0,600,400000,992,1
Staten Island,01 ONE FAMILY DWELLINGS,0,940,450000,790,1
Staten Island,01 ONE FAMILY DWELLINGS,0,801,342500,746,1
Staten Island,01 ONE FAMILY DWELLINGS,0,736,390000,780,1
Staten Island,01 ONE FAMILY DWELLINGS,0,736,297965,992,1
Staten Island,01 ONE FAMILY DWELLINGS,0,736,336000,992,1
Staten Island,01 ONE FAMILY DWELLINGS,0,888,260000,799,1
Staten Island,01 ONE FAMILY DWELLINGS,0,816,275000,391,1
Staten Island,01 ONE FAMILY DWELLINGS,0,816,255000,486,1
Staten Island,01 ONE FAMILY DWELLINGS,0,816,295000,459,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,322000,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,329000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,290000,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,338253,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,250000,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,359900,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,840,400999,826,1
Staten Island,01 ONE FAMILY DWELLINGS,0,891,435000,910,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,305000,672,1
Staten Island,01 ONE FAMILY DWELLINGS,0,924,152100,689,1
Staten Island,01 ONE FAMILY DWELLINGS,0,852,375000,680,1
Staten Island,01 ONE FAMILY DWELLINGS,0,780,350000,883,1
Staten Island,01 ONE FAMILY DWELLINGS,0,792,135000,925,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,595882,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,768,274000,944,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,330000,825,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,335000,700,1
Staten Island,01 ONE FAMILY DWELLINGS,0,832,343500,884,1
Staten Island,01 ONE FAMILY DWELLINGS,0,832,295000,744,1
Staten Island,01 ONE FAMILY DWELLINGS,0,930,245000,655,1
Staten Island,01 ONE FAMILY DWELLINGS,0,930,357000,655,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,316700,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,220000,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,370000,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,997,289000,656,1
Staten Island,01 ONE FAMILY DWELLINGS,0,922,300000,680,1
Staten Island,01 ONE FAMILY DWELLINGS,0,750,250000,748,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,335000,930,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,335000,800,1
Manhattan,01 ONE FAMILY DWELLINGS,0,924,4900000,840,1
Bronx,01 ONE FAMILY DWELLINGS,0,864,149734,650,1
Bronx,01 ONE FAMILY DWELLINGS,0,570,155000,849,1
Bronx,01 ONE FAMILY DWELLINGS,0,948,315000,297,1
Bronx,22 STORE BUILDINGS,1,900,259653,985,0
Bronx,01 ONE FAMILY DWELLINGS,0,487,145000,980,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,910,324813,923,1
Brooklyn,02 TWO FAMILY DWELLINGS,0,900,499900,900,2
Brooklyn,29 COMMERCIAL GARAGES,4,875,484250,910,0
Brooklyn,01 ONE FAMILY DWELLINGS,0,800,634636,414,1
Brooklyn,29 COMMERCIAL GARAGES,1,878,1660000,877,0
Brooklyn,01 ONE FAMILY DWELLINGS,0,920,269000,929,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,576,195000,924,1
Brooklyn,02 TWO FAMILY DWELLINGS,0,912,1200000,708,2
Queens,22 STORE BUILDINGS,1,276,270000,286,0
Queens,27 FACTORIES,1,608,195000,800,0
Queens,01 ONE FAMILY DWELLINGS,0,480,351400,960,1
Queens,01 ONE FAMILY DWELLINGS,0,592,160640,990,1
Queens,01 ONE FAMILY DWELLINGS,0,870,365000,600,1
Queens,22 STORE BUILDINGS,1,560,500000,700,0
Queens,01 ONE FAMILY DWELLINGS,0,824,227000,630,1
Queens,01 ONE FAMILY DWELLINGS,0,842,310000,893,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,238500,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,192500,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,220000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,215000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,170000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,929,225000,353,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,232500,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,313000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,325000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,239000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,980,285000,640,1
Staten Island,01 ONE FAMILY DWELLINGS,0,825,299000,920,1
Staten Island,01 ONE FAMILY DWELLINGS,0,936,309250,800,1
Staten Island,01 ONE FAMILY DWELLINGS,0,900,290000,992,1
Staten Island,01 ONE FAMILY DWELLINGS,0,816,240000,459,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,318000,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,280000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,290000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,320000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,322500,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,315000,960,1
Staten Island,01 ONE FAMILY DWELLINGS,0,576,310000,936,1
Staten Island,01 ONE FAMILY DWELLINGS,0,978,295000,700,1
Staten Island,01 ONE FAMILY DWELLINGS,0,978,350000,700,1
Staten Island,01 ONE FAMILY DWELLINGS,0,978,295000,700,1
Staten Island,01 ONE FAMILY DWELLINGS,0,978,320000,700,1
Staten Island,01 ONE FAMILY DWELLINGS,0,864,268000,940,1
Staten Island,01 ONE FAMILY DWELLINGS,0,924,117420,689,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,305000,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,307000,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,756,225000,574,1
Staten Island,01 ONE FAMILY DWELLINGS,0,997,327000,656,1
Staten Island,01 ONE FAMILY DWELLINGS,0,922,225000,680,1
Staten Island,01 ONE FAMILY DWELLINGS,0,960,325000,770,1
Manhattan,41 TAX CLASS 4 - OTHER,1,50,125000,51,0
Bronx,01 ONE FAMILY DWELLINGS,0,864,381188,650,1
Bronx,02 TWO FAMILY DWELLINGS,0,501,327500,950,1
Bronx,01 ONE FAMILY DWELLINGS,0,903,293550,817,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,980,549000,980,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,980,610000,980,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,522,127500,853,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,360,127500,560,1
Brooklyn,01 ONE FAMILY DWELLINGS,0,384,105000,548,1
